,LIMIT_BAL,80%,match 100,MatchA,Match J,Match JUN,MatchM,default,STAT_AUG,BILL_JUL,PAID_AUG,Bal_AUG,STAT_JUL,BILL_JUN,PAID_JUL,Bal_JUL,STAT_JUN,BILL_MAY,PAID_JUN,Bal_JUN,STAT_MAY,BILL_APR,PAID_MAY,Bal_MAY
6150,50000,40000,0,0,0,0,0,0,0,22493,1650,20843,0,660,0,660,0,1979,1979,0,-1,836,0,836
6151,360000,288000,0,0,0,0,0,0,0,17231,17454,-223,-1,1770,1775,-5,-1,0,0,0,-1,0,0,0
6152,240000,192000,0,0,0,0,0,0,0,93689,3711,89978,0,81226,3100,78126,0,71547,2500,69047,0,72794,3019,69775
6153,230000,184000,0,0,0,0,0,0,-1,390,390,0,-1,390,390,0,-1,240,240,0,-1,930,1080,-150
6154,80000,64000,0,1,1,0,0,1,0,77980,3075,74905,0,79938,5000,74938,0,50209,1750,48459,0,49762,1810,47952
6155,130000,104000,0,0,0,0,0,0,0,67061,2500,64561,0,64154,2000,62154,0,15903,1500,14403,0,16493,1000,15493
6156,170000,136000,0,0,0,0,0,0,-2,2687,2700,-13,-2,2885,2899,-14,-2,2092,2102,-10,-2,36612,101556,-64944
6157,200000,160000,0,0,0,0,0,0,0,8107,2700,5407,0,7523,0,7523,2,8345,1000,7345,0,19030,11000,8030
6158,110000,88000,0,1,0,0,0,0,0,110399,4379,106020,0,48532,12466,36066,0,44703,5000,39703,0,47869,5307,42562
6159,320000,256000,0,0,0,0,0,0,-1,82271,82271,0,-1,5315,5315,0,-1,33059,33059,0,-1,908,908,0
6160,220000,176000,0,0,0,0,0,0,0,22901,2015,20886,0,23815,5000,18815,0,37748,20000,17748,0,16657,3000,13657
6161,220000,176000,0,0,0,0,0,0,-2,2337,2337,0,-2,-602,58,-660,-2,-1184,0,-1184,-2,-2047,0,-2047
6162,20000,16000,0,0,0,0,0,0,2,5914,99,5815,2,13385,13401,-16,-1,5490,5490,0,-1,0,0,0
6163,260000,208000,0,0,0,0,0,0,-1,62361,50000,12361,0,67057,11500,55557,0,17024,17024,0,-1,18659,18659,0
6164,180000,144000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
6165,50000,40000,0,1,0,0,0,0,0,50218,2152,48066,0,18983,800,18183,0,17435,610,16825,0,17057,620,16437
6166,100000,80000,0,0,0,0,0,1,2,24122,3600,20522,2,23440,0,23440,2,28843,6000,22843,0,31353,3000,28353
6167,450000,360000,0,0,0,0,0,0,-2,17471,17566,-95,-2,10342,10401,-59,-2,51786,52045,-259,-2,45747,45812,-65
6168,340000,272000,0,0,0,0,0,0,0,137255,5008,132247,0,137180,6367,130813,0,135783,4800,130983,0,135201,4941,130260
6169,360000,288000,0,0,0,0,0,0,-2,396,396,0,-2,396,396,0,-2,396,396,0,-2,396,396,0
6170,20000,16000,0,1,0,1,1,0,2,20126,2019,18107,0,18928,11309,7619,0,18761,2000,16761,0,18787,700,18087
6171,300000,240000,0,0,0,0,0,0,-1,8903,8974,-71,-1,12445,12457,-12,-1,24650,15113,9537,0,8339,8369,-30
6172,10000,8000,0,0,0,0,0,0,0,8244,300,7944,2,7963,0,7963,2,8134,299,7835,0,9995,2000,7995
6173,220000,176000,0,0,0,0,0,0,-1,7113,7540,-427,-1,9574,9571,3,0,1727,1739,-12,-1,4201,4918,-717
6174,110000,88000,0,0,0,0,0,1,0,46997,1769,45228,0,50740,4512,46228,0,49115,0,49115,2,49529,1930,47599
6175,80000,64000,0,0,0,0,0,0,-1,2587,2587,0,-1,2108,2108,0,-1,1921,1936,-15,-1,2071,2071,0
6176,180000,144000,0,0,0,0,0,0,-1,9877,9962,-85,-1,4383,3485,898,-1,3482,2,3480,2,4479,4479,0
6177,120000,96000,0,0,0,0,0,0,0,4746,1000,3746,0,0,0,0,0,0,0,0,-2,0,0,0
6178,360000,288000,0,0,0,0,0,0,0,166445,6200,160245,0,168301,4768,163533,0,171870,5000,166870,0,175458,5000,170458
6179,240000,192000,0,1,1,1,1,0,0,235982,10200,225782,0,239281,8725,230556,0,244329,9068,235261,0,249130,9068,240062
6180,30000,24000,0,0,0,0,0,1,2,20004,1700,18304,0,21063,1700,19363,0,21416,1000,20416,0,22667,1749,20918
6181,30000,24000,0,1,1,1,1,0,0,25098,1000,24098,2,24396,0,24396,2,24907,903,24004,0,25555,1061,24494
6182,30000,24000,0,1,1,0,0,0,0,28327,1938,26389,0,27831,2000,25831,0,14215,505,13710,0,32635,25000,7635
6183,110000,88000,0,0,0,0,0,0,0,9283,1000,8283,0,8950,0,8950,0,8943,326,8617,0,333,333,0
6184,80000,64000,0,0,0,0,0,0,0,70,500,-430,-1,180,500,-320,-1,-210,0,-210,-1,220,820,-600
6185,500000,400000,0,0,0,0,0,1,-1,5792,5792,0,-1,396,0,396,2,792,792,0,-1,396,0,396
6186,300000,240000,0,0,0,0,0,0,-2,0,0,0,-2,800,800,0,-1,800,0,800,0,180,180,0
6187,10000,8000,0,0,0,0,0,0,0,8036,1000,7036,0,8099,162,7937,0,0,0,0,0,0,0,0
6188,10000,8000,0,0,0,0,0,1,0,4730,1500,3230,0,5649,1000,4649,0,7304,1751,5553,0,8252,1073,7179
6189,300000,240000,0,0,0,0,0,0,-1,390,390,0,-1,390,390,0,-1,390,390,0,-1,390,390,0
6190,20000,16000,0,1,1,1,1,1,2,19355,2344,17011,2,19554,800,18754,2,19795,683,19112,2,19342,0,19342
6191,110000,88000,0,0,0,0,0,0,0,65753,15753,50000,0,65379,5379,60000,0,65467,5467,60000,0,64596,4596,60000
6192,100000,80000,0,1,1,1,1,1,0,98188,0,98188,2,97189,3600,93589,0,97013,3500,93513,0,96950,3700,93250
6193,100000,80000,0,0,0,0,0,0,-2,0,0,0,-2,7700,7700,0,-2,0,0,0,-2,0,0,0
6194,50000,40000,0,0,0,0,0,0,0,19204,1272,17932,0,19588,656,18932,0,20024,706,19318,0,18694,954,17740
6195,130000,104000,0,0,0,0,0,0,2,55055,2000,53055,0,54804,6844,47960,0,52439,0,52439,2,52609,2071,50538
6196,310000,248000,0,0,0,0,0,0,-2,61756,61816,-60,-2,88416,39022,49394,-2,59964,10041,49923,-2,44873,15080,29793
6197,50000,40000,0,1,0,0,0,1,0,43528,1500,42028,0,29606,1009,28597,0,30305,1124,29181,0,28895,1100,27795
6198,50000,40000,0,0,0,0,0,0,0,20090,2664,17426,0,19052,1261,17791,2,19601,782,18819,0,16460,606,15854
6199,130000,104000,0,0,0,0,0,0,-1,2811,2811,0,-1,3589,3589,0,-1,11151,11351,-200,-1,1543,1543,0
6200,140000,112000,0,0,0,0,0,1,-2,0,0,0,-2,3794,3794,0,-2,0,0,0,-2,865,865,0
6201,230000,184000,0,0,0,0,0,0,0,92195,5000,87195,0,94814,5000,89814,0,98182,5000,93182,0,98457,4000,94457
6202,100000,80000,0,1,0,0,0,1,0,98969,0,98969,2,70352,2500,67852,0,68186,2700,65486,0,68538,2700,65838
6203,140000,112000,0,0,0,0,0,0,0,84516,2822,81694,0,72391,2336,70055,0,61298,2588,58710,0,62193,2250,59943
6204,170000,136000,0,0,0,0,0,0,0,7301,1200,6101,0,10342,10342,0,-1,14295,14295,0,-1,20471,20471,0
6205,490000,392000,0,0,0,0,0,0,2,19173,9173,10000,0,20400,5400,15000,0,27979,7979,20000,0,27622,7622,20000
6206,300000,240000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
6207,80000,64000,0,1,1,1,1,1,2,75075,2563,72512,0,76348,2356,73992,0,77798,2296,75502,0,79843,2800,77043
6208,30000,24000,0,0,0,0,0,1,2,14190,1300,12890,0,16218,2273,13945,0,15663,0,15663,2,17250,2000,15250
6209,140000,112000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
6210,360000,288000,0,0,0,0,0,0,0,29686,1799,27887,0,23724,1008,22716,0,5576,120,5456,0,2273,2289,-16
6211,240000,192000,0,0,0,0,0,0,-2,437,437,0,-2,11624,11705,-81,-2,9411,9473,-62,-2,-3316,1405,-4721
6212,90000,72000,0,0,0,0,0,0,-1,3909,3916,-7,-1,3506,3506,0,-1,4128,4128,0,-1,4254,4254,0
6213,30000,24000,0,1,0,0,0,1,2,28404,2000,26404,0,24865,1100,23765,0,24528,1100,23428,0,25011,1042,23969
6214,100000,80000,0,1,1,1,1,1,2,99560,4700,94860,0,95952,4400,91552,0,98744,6000,92744,0,97896,2000,95896
6215,50000,40000,0,1,1,0,0,0,2,51334,3200,48134,0,49312,3110,46202,0,8027,32356,-24329,-1,8603,700,7903
6216,280000,224000,0,0,0,0,0,0,-1,2973,0,2973,2,0,0,0,2,962,962,0,-1,3481,3481,0
6217,350000,280000,0,0,0,0,0,0,-2,850,850,0,-2,7980,3990,3990,-2,22703,45406,-22703,-2,2093,2093,0
6218,220000,176000,0,0,0,0,0,1,-1,12370,12373,-3,-1,12095,12099,-4,-1,1832,1832,0,-1,4691,5001,-310
6219,410000,328000,0,0,0,0,0,0,-1,0,0,0,-1,11900,11900,0,-1,478,478,0,-1,387,387,0
6220,90000,72000,0,0,0,0,0,0,0,57990,2168,55822,0,51537,1686,49851,0,52486,1878,50608,0,48483,1611,46872
6221,80000,64000,0,0,0,0,0,0,0,44022,2100,41922,0,44792,1800,42992,0,45915,2000,43915,0,46998,2000,44998
6222,310000,248000,0,0,0,0,0,0,0,51531,1500,50031,2,51375,1000,50375,0,29069,1200,27869,0,29895,1200,28695
6223,10000,8000,0,0,0,0,0,0,-1,5794,5794,0,-1,9576,9585,-9,-1,7818,7580,238,0,7580,152,7428
6224,50000,40000,0,1,1,0,0,0,0,49479,2075,47404,0,49704,1300,48404,0,19380,700,18680,0,18653,677,17976
6225,180000,144000,0,1,0,0,0,0,0,176711,10264,166447,0,127004,4598,122406,0,114179,9600,104579,0,129622,20000,109622
6226,500000,400000,0,0,0,0,0,0,-1,23721,24112,-391,-1,20799,20886,-87,-1,34132,28032,6100,0,56917,57196,-279
6227,100000,80000,0,1,0,0,0,0,0,91531,3664,87867,0,82398,3157,79241,0,73011,2572,70439,0,73711,3048,70663
6228,400000,320000,0,0,0,0,0,0,-1,21153,21153,0,-1,15631,15948,-317,-1,14417,10000,4417,0,12228,10000,2228
6229,100000,80000,0,0,0,0,0,1,-1,123,123,0,-1,123,123,0,-1,123,123,0,-1,123,123,0
6230,50000,40000,0,0,0,0,0,0,0,8312,6000,2312,0,11451,8000,3451,0,9312,186,9126,0,7239,0,7239
6231,160000,128000,0,0,0,0,0,0,0,45688,2767,42921,0,47690,2769,44921,0,48712,1791,46921,0,49525,1928,47597
6232,120000,96000,0,0,0,0,0,0,-2,326,326,0,-2,326,326,0,-2,326,326,0,-2,652,652,0
6233,500000,400000,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-2,0,0,0,-2,0,0,0
6234,210000,168000,0,0,0,0,0,0,0,66612,4043,62569,0,65799,10329,55470,0,-41,0,-41,0,8208,8249,-41
6235,170000,136000,0,0,0,0,0,0,0,34289,1606,32683,0,31518,1325,30193,0,31338,1015,30323,0,31838,10000,21838
6236,50000,40000,0,0,0,0,0,0,3,28950,1000,27950,2,29684,1500,28184,2,29078,0,29078,2,29944,1500,28444
6237,80000,64000,0,1,1,1,1,1,2,80388,3001,77387,2,78128,0,78128,2,75762,2703,73059,0,73873,3100,70773
6238,150000,120000,0,1,1,0,0,0,0,151713,20000,131713,0,130107,5000,125107,0,78623,2000,76623,0,79743,7000,72743
6239,230000,184000,1,1,1,1,1,1,0,242378,10057,232321,0,235163,19000,216163,0,234032,9100,224932,2,225822,0,225822
6240,40000,32000,0,0,0,0,0,0,0,21151,1356,19795,0,21884,1380,20504,0,26213,5000,21213,0,30480,5000,25480
6241,50000,40000,0,1,1,0,0,1,2,50151,2463,47688,0,50496,2300,48196,0,2759,55,2704,0,-442,0,-442
6242,140000,112000,0,1,0,0,0,0,0,142292,6982,135310,0,99399,3500,95899,0,101677,3800,97877,0,100867,3700,97167
6243,310000,248000,0,0,0,0,0,0,0,39572,10773,28799,0,44598,10819,33779,0,50570,15766,34804,0,64916,20645,44271
6244,50000,40000,0,0,0,0,0,0,-1,0,0,0,-2,0,0,0,-2,0,0,0,-2,3702,3702,0
6245,20000,16000,0,0,0,0,0,1,-1,2110,2200,-90,-1,300,600,-300,-1,150,0,150,2,650,500,150
6246,20000,16000,0,0,1,1,1,1,3,17325,1600,15725,2,17542,800,16742,2,17756,800,16956,2,18023,700,17323
6247,120000,96000,0,0,0,0,0,0,0,25949,1967,23982,0,25619,1650,23969,0,4456,500,3956,0,2714,0,2714
6248,50000,40000,0,0,0,0,0,0,0,28650,1679,26971,0,19659,688,18971,0,19802,713,19089,0,19699,858,18841
6249,20000,16000,0,0,0,0,0,1,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,1000,1000,0
6250,20000,16000,0,1,1,1,1,0,0,17478,0,17478,2,18224,1500,16724,0,18926,1000,17926,0,19627,1000,18627
6251,500000,400000,0,0,0,0,0,0,-1,0,0,0,-1,8500,8500,0,-1,4590,4590,0,-1,0,0,0
6252,80000,64000,0,0,0,0,0,0,-2,862,862,0,-1,41300,41300,0,-1,0,0,0,-1,0,0,0
6253,120000,96000,0,0,0,0,0,0,-2,2216,2216,0,-2,2550,2557,-7,-2,9246,9246,0,-2,8307,8307,0
6254,140000,112000,0,0,0,0,0,0,-1,696,696,0,-1,696,696,0,-1,696,696,0,-1,696,696,0
6255,310000,248000,0,1,1,1,0,0,0,299162,13000,286162,0,305251,13208,292043,0,262368,10000,252368,0,254340,9506,244834
6256,60000,48000,0,0,0,0,0,0,0,24665,1500,23165,0,26305,2000,24305,0,23756,1500,22256,0,25353,2000,23353
6257,50000,40000,0,0,0,0,0,0,0,27114,7232,19882,0,29625,11000,18625,0,32788,15788,17000,0,28668,13668,15000
6258,50000,40000,1,1,0,0,0,0,0,54707,3000,51707,0,29250,2100,27150,0,29905,1500,28405,0,29519,1300,28219
6259,160000,128000,0,0,0,0,0,0,0,47242,1800,45442,0,48355,1900,46455,0,49552,2000,47552,0,50655,1900,48755
6260,500000,400000,0,0,0,0,0,1,2,265433,0,265433,2,270868,9932,260936,0,285667,19502,266165,0,290318,9600,280718
6261,120000,96000,0,0,0,0,0,1,-2,1100,1100,0,-1,0,0,0,-1,0,0,0,-2,0,0,0
6262,70000,56000,0,0,0,0,0,0,0,18171,4000,14171,0,20861,3000,17861,0,20231,0,20231,2,22831,3100,19731
6263,50000,40000,0,0,0,0,0,0,2,16693,1586,15107,0,17407,1300,16107,0,18660,1546,17114,0,19115,900,18215
6264,50000,40000,0,0,0,0,0,0,0,48845,47166,1679,0,43129,12064,31065,0,28385,12176,16209,0,23876,780,23096
6265,80000,64000,0,0,0,0,0,0,0,56626,2300,54326,0,56387,1352,55035,0,15980,700,15280,0,1134,1134,0
6266,70000,56000,0,0,1,0,1,1,0,59529,5800,53729,0,57571,0,57571,2,57871,2250,55621,0,60872,4500,56372
6267,320000,256000,0,0,0,0,0,0,0,81130,12000,69130,0,103543,25000,78543,0,105623,3208,102415,0,107549,4031,103518
6268,50000,40000,0,0,0,0,0,1,2,4166,1000,3166,0,0,0,0,0,0,0,0,-2,0,0,0
6269,130000,104000,0,0,0,0,0,0,0,6627,2227,4400,0,3300,200,3100,2,0,0,0,2,18300,18300,0
6270,50000,40000,0,0,0,0,0,0,0,8741,1294,7447,0,8911,464,8447,0,8943,324,8619,0,9140,345,8795
6271,280000,224000,0,0,0,0,0,0,-2,1345,1351,-6,-2,-5,0,-5,-2,-5,0,-5,-2,985,990,-5
6272,20000,16000,0,0,0,1,1,0,0,16730,1800,14930,0,17930,2000,15930,0,18267,1000,17267,0,18604,1000,17604
6273,150000,120000,0,0,0,0,0,0,0,15919,2000,13919,0,10177,1000,9177,0,7954,0,7954,0,8049,8049,0
6274,120000,96000,0,0,0,0,0,0,0,28878,2000,26878,0,30428,2000,28428,0,31818,2000,29818,0,34293,3000,31293
6275,200000,160000,0,0,0,0,0,0,0,129415,4872,124543,0,88682,2894,85788,0,74132,2637,71495,0,71281,2591,68690
6276,510000,408000,0,0,0,0,0,0,-1,9891,9922,-31,-1,8600,8600,0,-1,3365,3365,0,-1,6011,6011,0
6277,100000,80000,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-2,0,0,0,-2,150,150,0
6278,200000,160000,0,0,0,0,0,0,0,110405,5000,105405,0,90226,10000,80226,0,88789,5000,83789,0,92188,5000,87188
6279,50000,40000,0,1,1,1,0,0,0,43409,2000,41409,0,45919,3000,42919,0,48530,3000,45530,0,0,0,0
6280,220000,176000,0,0,0,0,0,1,0,126311,0,126311,2,151588,27500,124088,2,147656,0,147656,2,157276,12000,145276
6281,300000,240000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
6282,20000,16000,0,0,0,0,0,0,2,13474,2000,11474,2,13006,0,13006,2,13743,1055,12688,2,11167,0,11167
6283,40000,32000,0,0,0,1,1,1,-1,1716,1716,0,-1,41710,41710,0,-1,42219,2800,39419,-1,39774,0,39774
6284,140000,112000,0,0,0,0,0,0,-2,5472,5472,0,-2,0,0,0,-2,544,544,0,-1,0,0,0
6285,50000,40000,0,1,1,0,0,0,0,50116,2100,48016,0,49184,1500,47684,0,19184,1000,18184,0,18021,1000,17021
6286,150000,120000,0,1,1,1,1,0,0,128709,3647,125062,0,131292,3678,127614,0,134011,3793,130218,0,136711,3835,132876
6287,20000,16000,0,1,1,1,1,0,0,18067,1301,16766,0,18666,900,17766,0,19115,900,18215,0,19547,900,18647
6288,230000,184000,0,0,0,0,0,0,0,93143,4114,89029,0,87654,3500,84154,0,90172,4000,86172,0,86850,3000,83850
6289,140000,112000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
6290,20000,16000,0,0,0,0,0,0,2,12380,2000,10380,2,11884,0,11884,2,12894,1203,11691,2,12540,0,12540
6291,180000,144000,0,0,0,0,0,0,0,19126,2000,17126,0,12939,1042,11897,0,6939,0,6939,0,3439,0,3439
6292,500000,400000,0,0,0,0,0,0,0,288835,36500,252335,0,281810,20000,261810,0,273700,36000,237700,0,269552,20000,249552
6293,80000,64000,0,0,0,0,0,0,0,8941,2287,6654,0,8564,2287,6277,0,6281,281,6000,0,6965,965,6000
6294,80000,64000,0,0,0,0,0,0,0,34662,2000,32662,2,35784,2000,33784,2,37065,2000,35065,2,36320,0,36320
6295,140000,112000,0,0,0,0,0,0,0,41878,2001,39877,0,42977,2100,40877,0,43960,2000,41960,0,45093,2000,43093
6296,230000,184000,0,0,0,0,0,0,0,36574,2100,34474,0,36985,1500,35485,0,37701,1000,36701,0,30735,1000,29735
6297,100000,80000,0,0,0,0,0,0,-1,15477,10035,5442,0,23472,23500,-28,-1,12500,12500,0,-1,14666,14666,0
6298,100000,80000,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,-2,63562,63562,0,-1,66520,4000,62520
6299,390000,312000,0,0,0,0,0,0,0,27235,1329,25906,0,9895,1025,8870,0,3707,1010,2697,0,62320,67842,-5522
6300,110000,88000,0,0,0,0,0,0,2,29003,2000,27003,2,29447,1000,28447,2,27701,0,27701,2,28285,1000,27285
6301,170000,136000,0,1,0,0,0,0,0,148564,7000,141564,0,105858,4000,101858,0,105075,4000,101075,0,107358,4000,103358
6302,360000,288000,0,0,0,0,0,0,2,165,0,165,2,5773,5773,0,-1,3598,3598,0,-1,3598,3598,0
6303,360000,288000,0,0,0,0,0,0,-2,-5,0,-5,-2,4232,4237,-5,-1,3189,16,3173,0,7511,7548,-37
6304,100000,80000,0,0,0,0,0,1,-1,1226,1226,0,-1,330,330,0,-1,0,0,0,-1,0,0,0
6305,60000,48000,0,1,1,0,0,0,0,57815,2488,55327,0,50054,2000,48054,0,27535,1000,26535,0,22962,2000,20962
6306,360000,288000,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0
6307,10000,8000,0,1,1,1,1,1,2,9964,0,9964,3,9327,0,9327,2,9512,332,9180,0,9200,333,8867
6308,100000,80000,0,1,1,1,1,0,0,92840,3400,89440,0,99296,8000,91296,0,101872,4300,97572,2,99555,0,99555
6309,80000,64000,0,0,0,0,0,1,0,34721,2086,32635,0,5544,19,5525,0,9318,9346,-28,-1,7298,7319,-21
6310,80000,64000,0,0,0,0,0,0,-1,2446,2458,-12,-1,834,834,0,-1,1596,1600,-4,-1,855,855,0
6311,80000,64000,0,0,0,0,0,0,0,53897,2000,51897,0,54292,2000,52292,0,55430,2010,53420,0,57011,2500,54511
6312,120000,96000,0,1,0,0,0,0,0,113245,2657,110588,0,48888,978,47910,0,40241,805,39436,0,49923,52169,-2246
6313,360000,288000,0,0,0,0,0,0,0,236139,8500,227639,0,241056,8750,232306,0,246297,9200,237097,0,246072,9800,236272
6314,90000,72000,0,1,0,0,0,1,0,85807,3000,82807,0,68186,3000,65186,0,69011,3000,66011,0,70341,2600,67741
6315,280000,224000,0,0,0,0,0,0,-1,8220,8283,-63,-1,2287,2287,0,-1,10969,10969,0,-1,5395,0,5395
6316,330000,264000,0,0,0,0,0,0,2,0,0,0,2,4009,4009,0,-1,0,0,0,-1,2307,2307,0
6317,180000,144000,0,1,0,0,0,0,2,182641,15000,167641,2,135892,0,135892,2,135411,4500,130911,0,126808,5000,121808
6318,30000,24000,0,1,1,1,1,0,2,30369,1750,28619,0,29787,1025,28762,0,30284,1100,29184,0,29057,1500,27557
6319,50000,40000,0,1,0,0,0,0,0,49218,2200,47018,0,18937,824,18113,0,19183,700,18483,0,19761,900,18861
6320,20000,16000,0,0,0,0,0,0,0,17924,3006,14918,0,18674,3007,15667,0,15452,489,14963,0,15882,2110,13772
6321,170000,136000,0,0,0,0,0,0,-2,107946,108323,-377,-1,13608,13608,0,-1,110667,112876,-2209,-1,6878,3998,2880
6322,170000,136000,0,0,0,0,0,0,-1,0,0,0,-2,0,0,0,-2,0,0,0,-2,3001,3001,0
6323,30000,24000,0,1,1,1,1,0,0,28631,1786,26845,0,28935,1486,27449,0,28954,1170,27784,0,29155,1200,27955
6324,400000,320000,0,0,0,0,0,0,0,81864,4000,77864,0,83747,3000,80747,0,85487,3000,82487,0,88315,4000,84315
6325,130000,104000,0,0,0,0,0,0,-2,1487,1487,0,-2,1279,1279,0,-2,749,749,0,-2,440,440,0
6326,150000,120000,1,1,1,1,1,0,0,188864,7000,181864,0,188547,5000,183547,0,193087,8000,185087,0,196559,7000,189559
6327,60000,48000,0,0,0,0,0,1,0,41087,1511,39576,0,25518,1200,24318,0,26276,1300,24976,0,27012,1300,25712
6328,20000,16000,0,0,0,1,0,0,-1,1100,1103,-3,-1,17982,17982,0,-1,18166,384,17782,0,0,8,-8
6329,140000,112000,0,0,0,0,0,0,0,87188,4100,83088,0,86973,4000,82973,0,85854,3162,82692,0,85839,3500,82339
6330,420000,336000,0,1,0,0,0,0,0,417086,16078,401008,0,348345,12638,335707,0,287150,50700,236450,0,261219,20014,241205
6331,300000,240000,0,0,0,0,0,0,-1,3737,3753,-16,-1,1433,1433,0,-1,5522,5522,0,-1,3233,0,3233
6332,280000,224000,0,0,0,0,0,0,-2,11966,12042,-76,-2,5844,5844,0,-2,8994,4672,4322,-2,14631,14724,-93
6333,110000,88000,0,0,0,0,0,0,-1,50815,1501,49314,0,46147,1100,45047,0,39769,1000,38769,0,9353,2000,7353
6334,150000,120000,0,1,1,1,1,1,2,146648,13000,133648,2,147865,5200,142665,2,149356,5300,144056,2,145262,400,144862
6335,10000,8000,0,1,1,0,0,0,0,9450,1337,8113,0,9414,1081,8333,0,5354,191,5163,0,5275,375,4900
6336,80000,64000,0,0,0,0,0,0,0,14382,1500,12882,0,15631,1500,14131,0,16080,1000,15080,0,17327,1500,15827
6337,200000,160000,0,0,0,0,0,0,-1,250,0,250,2,7250,7000,250,2,2639,0,2639,2,10207,10500,-293
6338,160000,128000,0,0,0,0,0,0,-2,5345,5345,0,-2,396,396,0,-2,396,396,0,-2,6396,6396,0
6339,170000,136000,0,1,1,0,0,0,0,161921,6500,155421,0,165863,7000,158863,0,128038,5000,123038,0,130931,5000,125931
6340,250000,200000,0,0,0,0,0,1,-2,19449,19449,0,-1,20623,1500,19123,0,21283,1000,20283,0,21943,1000,20943
6341,60000,48000,0,1,1,1,1,0,0,57614,3000,54614,0,58699,2700,55999,0,57302,3000,54302,0,51812,3000,48812
6342,620000,496000,0,0,0,0,0,0,0,90493,5400,85093,0,90025,3173,86852,0,88406,3200,85206,0,89111,3500,85611
6343,160000,128000,0,0,0,0,0,1,-1,399,399,0,-1,690,690,0,-1,590,590,0,-1,0,0,0
6344,80000,64000,0,0,0,0,0,1,-1,390,390,0,-1,390,390,0,-1,390,390,0,-1,390,390,0
6345,150000,120000,0,0,0,0,0,0,-1,2842,2866,-24,-1,3910,4082,-172,-1,4697,4697,0,-1,1719,1735,-16
6346,390000,312000,0,0,0,0,0,0,0,28139,5000,23139,0,32711,5000,27711,0,36215,4000,32215,0,40650,5000,35650
6347,300000,240000,0,0,0,0,0,0,0,80813,5000,75813,0,111116,30303,80813,0,13534,2011,11523,0,10379,856,9523
6348,500000,400000,0,0,0,0,0,0,0,286959,13500,273459,0,278420,10000,268420,0,291642,30000,261642,0,286666,12000,274666
6349,280000,224000,0,0,0,0,0,0,0,5520,1200,4320,0,0,0,0,0,0,0,0,-2,0,0,0
6350,240000,192000,0,0,0,0,1,0,0,184976,8000,176976,0,188934,7000,181934,0,196884,11000,185884,0,199267,7181,192086
6351,290000,232000,0,0,0,0,0,0,-1,200,201,-1,-1,1956,1961,-5,-1,910,4,906,0,0,0,0
6352,200000,160000,0,0,0,0,0,0,0,76726,4005,72721,0,72487,2800,69687,0,74108,3300,70808,0,67036,3000,64036
6353,220000,176000,0,0,0,0,0,0,0,177720,7500,170220,0,131874,4500,127374,0,118918,5000,113918,0,110338,5000,105338
6354,150000,120000,0,1,1,1,1,1,0,137525,4926,132599,2,133431,0,133431,2,135837,5122,130715,0,143319,10349,132970
6355,290000,232000,0,0,0,0,0,0,0,15315,1212,14103,0,14199,284,13915,0,9681,5000,4681,0,162,162,0
6356,260000,208000,0,0,0,0,0,0,-1,476,0,476,2,2856,2880,-24,-1,814,814,0,-1,605,605,0
6357,200000,160000,0,0,0,0,0,0,-2,933,938,-5,-2,21227,21380,-153,-2,55272,58007,-2735,-1,58587,51413,7174
6358,50000,40000,0,0,0,0,0,0,0,15020,1256,13764,0,16335,1571,14764,0,17040,1276,15764,0,16625,0,16625
6359,30000,24000,1,1,1,1,1,0,2,71904,4000,67904,0,62630,5000,57630,0,57406,8000,49406,0,46231,1460,44771
6360,30000,24000,0,1,0,0,0,0,0,28170,1000,27170,0,9515,1190,8325,0,780,0,780,0,0,0,0
6361,60000,48000,0,1,1,1,1,1,2,63821,9400,54421,0,63719,2271,61448,0,63807,2425,61382,0,57482,2087,55395
6362,80000,64000,0,0,0,0,0,1,0,7930,1000,6930,0,6674,133,6541,0,6810,136,6674,0,0,0,0
6363,350000,280000,0,1,0,0,0,0,0,301114,10728,290386,0,285750,9812,275938,0,289399,10397,279002,0,284597,10099,274498
6364,20000,16000,0,0,0,0,0,0,-1,390,390,0,-1,870,870,0,-1,480,0,480,0,780,300,480
6365,160000,128000,0,0,0,0,0,0,-1,430,430,0,-1,850,850,0,-1,3350,3350,0,-1,4874,4874,0
6366,200000,160000,0,0,0,0,0,0,0,44716,2029,42687,0,42073,2073,40000,0,42867,2867,40000,0,33876,3876,30000
6367,20000,16000,0,0,1,1,1,1,2,16928,1000,15928,2,17354,1000,16354,2,16934,0,16934,2,18347,1700,16647
